"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"AVIRUP-1","\Microsoft\Windows\License Manager\TempSignedLicenseExchange","N/A","Ready","Interactive/Background","06-08-2025 21:56:08","0","Microsoft Corporation","COM handler","N/A","Exchanges temporary preinstalled licenses for Microsoft Store licenses.","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Location\WindowsActionDialog","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","N/A","%windir%\System32\WindowsActionDialog.exe ","N/A","Location Notification","Enabled","Disabled","","Authenticated Users","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Maintenance\WinSAT","N/A","Ready","Interactive/Background","05-08-2025 22:35:26","0","Microsoft","COM handler","N/A","Measures a system's performance and capabilities","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","Administrators","Disabled","00:30:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Management\Autopilot\DetectHardwareChange","N/A","Disabled","Interactive/Background","30-11-1999 00:00:00","267011","$(@%SystemRoot%\system32\Autopilot.dll,-600)","COM handler","N/A","$(@%SystemRoot%\system32\Autopilot.dll,-602)","Disabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Management\Autopilot\RemediateHardwareChange","N/A","Disabled","Interactive/Background","30-11-1999 00:00:00","267011","$(@%SystemRoot%\system32\Autopilot.dll,-600)","COM handler","N/A","$(@%SystemRoot%\system32\Autopilot.dll,-603)","Disabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Management\Provisioning\Cellular","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","N/A","%windir%\system32\ProvTool.exe /turn 7 /source CellStateChangeTask","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Management\Provisioning\Logon","N/A","Ready","Interactive/Background","07-08-2025 15:15:16","0","N/A","%windir%\system32\ProvTool.exe /turn 5 /source LogonIdleTask","N/A","N/A","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Management\Provisioning\MdmDiagnosticsCleanup","N/A","Disabled","Interactive/Background","25-10-2024 17:23:48","0","N/A","%windir%\system32\MdmDiagnosticsTool.exe /clean","N/A","N/A","Disabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Management\Provisioning\Retry","N/A","Disabled","Interactive/Background","30-11-1999 00:00:00","267011","N/A","%windir%\system32\ProvTool.exe /turn 5 /source ProvRetryTask","N/A","N/A","Disabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Management\Provisioning\RunOnReboot","N/A","Disabled","Interactive/Background","30-11-1999 00:00:00","267011","N/A","%windir%\system32\ProvTool.exe /turn 5 /source ContinueSessionTask","N/A","N/A","Disabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Maps\MapsToastTask","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","COM handler","N/A","This task shows various Map related toasts","Enabled","Disabled","","INTERACTIVE","Disabled","00:00:05","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Maps\MapsUpdateTask","N/A","Disabled","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","COM handler","N/A","This task checks for updates to maps which you have downloaded for offline use. Disabling this task will prevent Windows from notifying you of updated maps.","Disabled","Disabled","Stop On Battery Mode, No Start On Batteries","NETWORK SERVICE","Disabled","00:00:40","Scheduling data is not available in this format.","One Time Only, Hourly ","00:00:00","21-10-2014","N/A","N/A","N/A","24 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\MemoryDiagnostic\ProcessMemoryDiagnosticEvents","N/A","Ready","Interactive/Background","07-08-2025 18:24:56","-2147020576","Microsoft Corporation","COM handler","N/A","Schedules a memory diagnostic in response to system events.","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","Administrators","Disabled","02:00:00","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\MemoryDiagnostic\RunFullMemoryDiagnostic","N/A","Disabled","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","COM handler","N/A","Detects and mitigates problems in physical memory (RAM).","Disabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","Administrators","Disabled","02:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\MUI\LPRemove","N/A","Ready","Interactive/Background","04-08-2025 21:55:32","0","Microsoft Corporation","%windir%\system32\lpremove.exe ","N/A","Launch language clean-up tool","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","09:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Multimedia\SystemSoundsService","N/A","Running","Interactive/Background","07-08-2025 15:11:08","267009","N/A","COM handler","N/A","System Sounds User Mode Agent","Enabled","Disabled","","Users","Disabled","Disabled","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Network Connectivity Status Indicator\NcsiIdentifyUserProxies","N/A","Ready","Interactive/Background","07-08-2025 17:00:01","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","Users","Disabled","00:01:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Network Connectivity Status Indicator\NcsiIdentifyUserProxies","N/A","Ready","Interactive/Background","07-08-2025 17:00:01","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","Users","Disabled","00:01:00","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\NlaSvc\WiFiTask","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","%SystemRoot%\System32\WiFiTask.exe nla","N/A","Background task for performing per user and web interactions","Enabled","Disabled","","INTERACTIVE","Disabled","00:10:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Offline Files\Background Synchronization","N/A","Disabled","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","COM handler","N/A","This task controls periodic background synchronisation of Offline Files when the user is working in an offline mode.","Disabled","Disabled","","Authenticated Users","Disabled","24:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","00:00:00","01-01-2008","N/A","N/A","N/A","2 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\Offline Files\Logon Synchronization","N/A","Disabled","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","COM handler","N/A","This task initiates synchronisation of Offline Files when a user logs onto the system.","Disabled","Disabled","Stop On Battery Mode, No Start On Batteries","Authenticated Users","Disabled","24:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\PerformanceTrace\RequestTrace","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","COM handler","N/A","Handles Win+Shift+Control+T hotkey to take a Shell performance trace","Enabled","Disabled","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\PI\Secure-Boot-Update","N/A","Ready","Interactive/Background","07-08-2025 15:01:22","0","Microsoft Corporation","COM handler","N/A","This task updates the Secure Boot variables.","Enabled","Disabled","","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\PI\Sqm-Tasks","N/A","Ready","Interactive/Background","20-07-2025 21:05:53","0","Microsoft Corporation","COM handler","N/A","This task gathers information about the Trusted Platform Module (TPM), Secure Boot, and Measured Boot.","Enabled","Disabled","No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Plug and Play\Device Install Group Policy","N/A","Ready","Interactive/Background","04-07-2025 19:22:28","0","Microsoft Corporation","COM handler","N/A","Device Installation Group Policy Change Handler","Enabled","Disabled","","SYSTEM","Disabled","24:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Plug and Play\Device Install Reboot Required","N/A","Ready","Interactive/Background","07-08-2025 15:11:08","0","Microsoft Corporation","COM handler","N/A","Notifies the user that Windows needs to be restarted to finish setting up a device.","Enabled","Disabled","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Plug and Play\Device Install Reboot Required","N/A","Ready","Interactive/Background","07-08-2025 15:11:08","0","Microsoft Corporation","COM handler","N/A","Notifies the user that Windows needs to be restarted to finish setting up a device.","Enabled","Disabled","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Plug and Play\Sysprep Generalize Drivers","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","%SystemRoot%\System32\drvinst.exe 6","N/A","Generalise driver state in order to prepare the system to be bootable on any hardware configuration.","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Power Efficiency Diagnostics\AnalyzeSystem","N/A","Ready","Interactive/Background","06-08-2025 21:57:29","0","Microsoft Corporation","COM handler","N/A","This task analyzes the system looking for conditions that may cause high energy use.","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Printing\EduPrintProv","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","N/A","%windir%\system32\eduprintprov.exe ","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Printing\PrinterCleanupTask","01-09-2025 12:00:00","Ready","Interactive/Background","02-08-2025 12:00:01","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Daily ","12:00:00","01-01-2020","N/A","Every 30 day(s)","N/A","Disabled","Disabled","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\Printing\PrintJobCleanupTask","N/A","Disabled","Interactive/Background","03-07-2025 17:22:49","0","N/A","COM handler","N/A","N/A","Disabled","Disabled","Stop On Battery Mode, No Start On Batteries","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Daily ","12:00:00","01-01-2021","N/A","Every 7 day(s)","N/A","Disabled","Disabled","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\PushToInstall\LoginCheck","N/A","Ready","Interactive/Background","07-08-2025 15:16:08","0","N/A","%windir%\system32\sc.exe start pushtoinstall login","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\PushToInstall\Registration","08-08-2025 15:02:59","Ready","Interactive/Background","07-08-2025 15:02:59","0","N/A","%windir%\system32\sc.exe start pushtoinstall registration","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","15:02:59","07-08-2025","N/A","N/A","N/A","24 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\PushToInstall\Registration","08-08-2025 15:02:59","Ready","Interactive/Background","07-08-2025 15:02:59","0","N/A","%windir%\system32\sc.exe start pushtoinstall registration","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Ras\MobilityManager","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","COM handler","N/A","Provides support for the switching of mobility enabled VPN connections if their underlying interface goes down.","Enabled","Disabled","","LOCAL SERVICE","Disabled","72:00:00","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\RecoveryEnvironment\VerifyWinRE","N/A","Disabled","Interactive/Background","03-07-2025 18:33:18","0","Microsoft Corporation","COM handler","N/A","Validates the Windows Recovery Environment.","Disabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes","No Start On Batteries","Administrators","Disabled","01:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\ReFsDedupSvc\Initialization","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","COM handler","N/A","Initializes the REFS Dedup Service when the first dedup enabled volume is detected on the system. Do not remove or modify this task.","Enabled","Disabled","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Registry\RegIdleBackup","N/A","Ready","Interactive/Background","30-07-2025 21:51:55","0","Microsoft Corporation","COM handler","N/A","Registry Idle Backup Task","Enabled","Disabled","No Start On Batteries","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\RemoteAssistance\RemoteAssistanceTask","N/A","Ready","Interactive/Background","04-07-2025 19:22:44","0","Microsoft","%windir%\system32\RAServer.exe /offerraupdate","%windir%","Checks group policy for changes relevant to Remote Assistance","Enabled","Disabled","Stop On Battery Mode","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\RemoteAssistance\RemoteAssistanceTask","N/A","Ready","Interactive/Background","04-07-2025 19:22:44","0","Microsoft","%windir%\system32\RAServer.exe /offerraupdate","%windir%","Checks group policy for changes relevant to Remote Assistance","Enabled","Disabled","Stop On Battery Mode","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Servicing\OOBEFodSetup","N/A","Disabled","Interactive/Background","26-10-2024 20:57:52","0","N/A","%windir%\system32\OOBEFodSetup.exe ","N/A","N/A","Disabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","00:15:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Servicing\StartComponentCleanup","N/A","Ready","Interactive/Background","06-08-2025 21:56:08","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\SharedPC\Account Cleanup","N/A","Disabled","Interactive/Background","30-11-1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Disabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","00:30:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Shell\CreateObjectTask","N/A","Ready","Interactive/Background","07-08-2025 17:00:02","0","Microsoft Corporation","COM handler","N/A","Provides support for shell components that access system data","Enabled","Disabled","","SYSTEM","Disabled","00:00:30","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Shell\FamilySafetyMonitor","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","%windir%\System32\wpcmon.exe ","N/A","Initialises Family Safety monitoring and enforcement.","Enabled","Disabled","Stop On Battery Mode","SYSTEM","Disabled","00:10:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Shell\FamilySafetyRefreshTask","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","COM handler","N/A","Synchronises the latest settings with the Microsoft family features service.","Enabled","Disabled","","SYSTEM","Disabled","00:10:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Shell\IndexerAutomaticMaintenance","N/A","Ready","Interactive/Background","06-08-2025 21:56:08","0","Microsoft Corporation","COM handler","N/A","Keeps the search index up to date","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","LOCAL SERVICE","Disabled","01:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Shell\ThemeAssetTask_SyncFODState","N/A","Disabled","Interactive/Background","30-11-1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Disabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","At idle time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Shell\ThemesSyncedImageDownload","N/A","Ready","Interactive/Background","06-08-2025 21:56:08","-2147024713","Microsoft Corporation","COM handler","N/A","Downloads a backup of your synced theme images","Enabled","Only Start If Idle for 10 minutes, If Not Idle Retry For 60 minutes","Stop On Battery Mode, No Start On Batteries","Users","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Shell\UpdateUserPictureTask","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTask","08-08-2025 15:10:27","Ready","Interactive/Background","04-08-2025 15:30:40","0","Microsoft Corporation","COM handler","N/A","This task restarts the Software Protection Platform service at the specified time","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","NETWORK SERVICE","Disabled","Disabled","Scheduling data is not available in this format.","Daily ","15:10:27","08-08-2025","N/A","Every 1 day(s)","N/A","Disabled","Disabled","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTaskLogon","N/A","Ready","Interactive/Background","07-08-2025 15:11:08","0","Microsoft Corporation","COM handler","N/A","This task restarts the Software Protection Platform service when user log-on occurs","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTaskNetwork","N/A","Ready","Interactive/Background","07-08-2025 14:56:37","0","Microsoft Corporation","COM handler","N/A","This task restarts the Software Protection Platform service when a new network is detected","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","NETWORK SERVICE","Disabled","Disabled","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\SpacePort\SpaceAgentTask","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","%windir%\system32\SpaceAgent.exe ","N/A","Storage Spaces Settings","Enabled","Disabled","","SYSTEM","Disabled","06:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\SpacePort\SpaceAgentTask","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","%windir%\system32\SpaceAgent.exe ","N/A","Storage Spaces Settings","Enabled","Disabled","","SYSTEM","Disabled","06:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\SpacePort\SpaceManagerTask","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","$(@%SystemRoot%\system32\spaceman.exe,-2)","%windir%\system32\spaceman.exe /Work","N/A","$(@%SystemRoot%\system32\spaceman.exe,-3)","Enabled","Disabled","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\SpacePort\SpaceManagerTask","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","$(@%SystemRoot%\system32\spaceman.exe,-2)","%windir%\system32\spaceman.exe /Work","N/A","$(@%SystemRoot%\system32\spaceman.exe,-3)","Enabled","Disabled","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Speech\SpeechModelDownloadTask","08-08-2025 00:30:39","Ready","Interactive/Background","07-08-2025 03:46:39","0","N/A","%windir%\system32\speech_onecore\common\SpeechModelDownload.exe ","N/A","N/A","Enabled","Only Start If Idle for 10 minutes, If Not Idle Retry For 10 minutes","Stop On Battery Mode, No Start On Batteries","NETWORK SERVICE","Disabled","00:10:00","Scheduling data is not available in this format.","One Time Only, Hourly ","00:00:00","01-01-2004","N/A","N/A","N/A","24 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\StateRepository\MaintenanceTasks","N/A","Ready","Interactive/Background","06-08-2025 21:56:08","0","$(@%SystemRoot%\system32\Windows.StateRepositoryClient.dll,-600)","%windir%\system32\rundll32.exe %windir%\system32\Windows.StateRepositoryClient.dll,StateRepositoryDoMaintenanceTasks","N/A","$(@%SystemRoot%\system32\Windows.StateRepositoryClient.dll,-602)","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Storage Tiers Management\Storage Tiers Management Initialization","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","COM handler","N/A","Initializes the Storage Tiers Management service when the first tiered storage space is detected on the system. Do not remove or modify this task.","Enabled","Disabled","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Storage Tiers Management\Storage Tiers Optimization","N/A","Disabled","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","%windir%\system32\defrag.exe -c -h -g -# -m 8 -i 13500","N/A","Optimizes the placement of data in storage tiers on all tiered storage spaces in the system.","Disabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","01:00:00","01-01-2013","N/A","N/A","N/A","4 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\Subscription\EnableLicenseAcquisition","N/A","Ready","Interactive/Background","07-08-2025 14:56:22","0","Microsoft Corporation","%SystemRoot%\system32\ClipRenew.exe -e","N/A","Enable susbscription license acquisition","Enabled","Disabled","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Subscription\EnableLicenseAcquisition","N/A","Ready","Interactive/Background","07-08-2025 14:56:22","0","Microsoft Corporation","%SystemRoot%\system32\ClipRenew.exe -e","N/A","Enable susbscription license acquisition","Enabled","Disabled","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
